map0, 6, 00:00:01.5833365
map1, 298, 00:01:04.0501282
map2, 605, 00:02:36.5503131
map3, 395, 00:01:33.9001878
map4, 925, 00:03:37.6671020
map5, 528, 00:02:07.7002554
map6, 324, 00:01:17.5501551
map7, 345, 00:01:40.2835339
